time,symbol,text,raw_text,url,src_sentiment,raw_title,source_name,sentiment
2018-10-16 20:00:00-04:00,PYPL,options traders bet surging emerging market halftime report traders jon pete najarian spot unusual options activity shares brazil etf paypal nokia,"""Halftime Report"" traders Jon and Pete Najarian spot unusual options activity in shares of BRazil ETF, Paypal and Nokia.",https://www.youtube.com/watch?v=3VT-fmNIH64,Neutral,Options traders bet on this surging emerging market,CNBC Television,0
2018-10-17 20:00:00-04:00,PYPL,paypal beats revenue estimates cnbc deirdre bosa reports paypal beat revenue estimates,CNBC's Deirdre Bosa reports that PayPal beat revenue estimates.,https://www.youtube.com/watch?v=iNUdIvECT9M,Neutral,PayPal beats revenue estimates,CNBC Television,0
2018-10-17 20:00:00-04:00,PYPL,breaking paypal earnings report lisa ellis moffett nathanson breaks paypal earnings results,Lisa Ellis of Moffett Nathanson breaks down PayPal's earnings results.,https://www.youtube.com/watch?v=A3Ym57yq1r8,Neutral,Breaking down PayPal's Q3 earnings report,CNBC Television,0
2018-10-18 20:00:00-04:00,PYPL,procter gamble amex lead dow higher paypal reports strong growth ken shreve elaine low analyses stock behavior,Ken Shreve & Elaine Low´s analyses stock´s behavior..,https://www.youtube.com/watch?v=-jP4ueHK9ng,Neutral,"Procter & Gamble, AmEx Lead Dow Higher; PayPal Reports Strong Growth",CNBC Television,0
2018-10-18 20:00:00-04:00,PYPL,looks like millennials money get american express card says cramer cnbc squawk street team discusses markets ahead market open,CNBC's 'Squawk on the Street' team discusses markets ahead of the market open,https://www.youtube.com/watch?v=A7mFnFmXqxI,Neutral,"Looks like when millennials have some money, they get an American Express card, says Cramer",CNBC Television,0
2018-10-18 20:00:00-04:00,PYPL,final trades china tech crown castle allergan verizon halftime report traders give top stocks watch second half,"The ""Halftime Report"" traders give their top stocks to watch for the second half.",https://www.youtube.com/watch?v=Hvz6I8Ista8,Neutral,"Final Trades: China tech, Crown Castle, Allergan & Verizon",CNBC Television,0
2018-10-22 20:00:00-04:00,PYPL,sifting earnings wreckage navigating earnings chaos cnbc dominic chu melissa lee fast money traders pete najarian tim seymour dan nathan guy adami,"Navigating the earnings chaos, with CNBC's Dominic Chu and Melissa Lee, and the Fast Money traders, Pete Najarian, Tim Seymour, Dan Nathan and Guy Adami.",https://www.youtube.com/watch?v=tEuPhsOpydQ,Neutral,Sifting through the earnings wreckage,CNBC Television,0
2018-10-22 20:00:00-04:00,PYPL,final trades fdc intc fast money traders share final trades day including first data corp intel paypal dunkin brands,"The ""Fast Money"" traders share their final trades of the day, including First Data Corp., Intel, PayPal and Dunkin' Brands.",https://www.youtube.com/watch?v=bR5NMwnHmmM,Neutral,"Final Trades: FDC, INTC & more",CNBC Television,0
2018-10-24 20:00:00-04:00,PYPL,paypal cfo inflection point mad money cnbc paypal latest quarter vindicated bulls innovator cashless society keep capitalizing digital dependence jim cramer checks cfo earnings,PayPal's latest quarter just vindicated the bulls. But can this innovator of a cashless society keep capitalizing on our digital dependence? Jim Cramer checks in with the CFO after earnings.,https://www.youtube.com/watch?v=Rh0uRaQRwwo,Neutral,PayPal CFO: Inflection Point | Mad Money | CNBC,CNBC Television,0
2018-10-25 20:00:00-04:00,PYPL,bright spots amid tech wreck tech sector sells overall market cnbc frank holland reports names bucking trend,"As most of the tech sector sells off with the overall market, CNBC's Frank Holland reports on which names are bucking the trend.",https://www.youtube.com/watch?v=RLE1jk9IRWY,Neutral,Bright spots amid the tech wreck,CNBC Television,0
2018-10-28 20:00:00-04:00,PYPL,final trades paypal mastercard metlife buying retest halftime report traders give top stocks watch second half,"The ""Halftime Report"" traders give their top stocks to watch for the second half.",https://www.youtube.com/watch?v=5mXkeFAfyHM,Neutral,"Final Trades: PayPal, Mastercard, Metlife and buying the retest",CNBC Television,0
2018-11-05 19:00:00-05:00,PYPL,square upgraded buy citi traders joe terranova stephanie link josh brown jon najarian joined tom lee head research fundstrat global advisors discuss citi upgrade square buy,"Traders Joe Terranova, Stephanie Link, Josh Brown and Jon Najarian are joined by Tom Lee, head of research at Fundstrat Global Advisors, to discuss Citi's upgrade of Square to buy.",https://www.youtube.com/watch?v=JhfVHIgbEdQ,Neutral,Square upgraded to buy at Citi,CNBC Television,0
2018-11-18 19:00:00-05:00,PYPL,unusual options activity paypal telecom giant halftime report traders jon pete najarian spot unusual options activity shares paypal verizon,"""Halftime Report"" traders Jon and Pete Najarian spot unusual options activity in shares of PayPal & Verizon.",https://www.youtube.com/watch?v=U3wqA6KzZeU,Neutral,Unusual options activity in Paypal and this telecom giant,CNBC Television,0
2018-11-19 19:00:00-05:00,PYPL,final trades pypl ko fast money traders share final trades day including paypal coca cola valero,"The ""Fast Money"" traders share their final trades of the day, including PayPal, Coca-Cola and Valero.",https://www.youtube.com/watch?v=nl_mvfB4HOg,Neutral,"Final Trades: PYPL, KO & more",CNBC Television,-1
2018-11-20 19:00:00-05:00,PYPL,paypal buy time sell cabot oil questions askhalftime halftime report traders answer viewer questions,"The ""Halftime Report"" traders answer viewer questions.",https://www.youtube.com/watch?v=dRlSw2RDOak,Neutral,Is PayPal a buy? Time to sell Cabot Oil? Those questions and more in #AskHalftime,CNBC Television,0
2018-11-29 19:00:00-05:00,PYPL,open platform conscious shift paypal strategy says bill ready conscious shift paypal strategy move open platform partners others ecosystem paypal coo bill ready told ibd,"It was a ""conscious shift"" in PayPal's strategy to move to an open platform that partners up with others in the ecosystem, PayPal COO Bill Ready told IBD.",https://www.youtube.com/watch?v=2domfQzzWC8,Neutral,"Open Platform A 'Conscious Shift' In PayPal Strategy, Says Bill Ready",Investors Business Daily,0
2018-12-03 19:00:00-05:00,PYPL,paypal coo engaging productively uk regulator izettle deal squawk box europe bill ready discusses paypal billion izettle acquisition whether room deals fintech giant,Bill Ready discusses PayPal's $2.2 billion iZettle acquisition and whether there's room for more deals for the fintech giant.,https://www.youtube.com/watch?v=tsa-apcCh3k,Neutral,PayPal COO: Engaging productively with UK regulator on iZettle deal | Squawk Box Europe,CNBC International TV,0
2018-12-12 11:51:07-05:00,PYPL,credit services companies trade sideways market mean trading opportunities profit using range bound strategies trade three credit services stocks,A sideways market doesn't mean there are no trading opportunities. Profit using range-bound strategies to trade three credit services stocks.,https://www.investopedia.com/3-credit-services-companies-to-trade-4580418,Positive,3 Credit Services Companies to Trade,Investopedia,0
2018-12-16 19:00:00-05:00,PYPL,top stock picks week december two tech stocks providing solutions,Two Tech Stocks Providing Solutions.,https://www.youtube.com/watch?v=tSFH19hK06g,Neutral,Top Stock Picks for the Week of December 17th,Zacks Investment Research,0
2018-12-26 19:00:00-05:00,PYPL,stocks pull back huge rally paypal workday starbucks acting well ed carson market update,Ed Carson´s Market Update,https://www.youtube.com/watch?v=g3TLaMbyzgo,Neutral,"Stocks pull back after huge rally; PayPal, Workday, Starbucks acting well",Investors Business Daily,1
2019-01-03 19:00:00-05:00,PYPL,stocks rebound helped strong december jobs report elaine low ken shrive market update,Elaine Low & Ken Shrive´s Market Update,https://www.youtube.com/watch?v=bOGNQoOlldU,Neutral,"Stocks Rebound, Helped By Strong December Jobs Report",Investors Business Daily,0
2019-01-06 19:00:00-05:00,PYPL,chart master carter worth says best stocks buy matter cornerstone macro carter worth gives three stocks buy matter happens cnbc melissa lee fast money traders tim seymour karen finerman steve grasso guy adami,"Cornerstone Macro's Carter Worth gives three stocks to buy no matter what happens. With CNBC's Melissa Lee and the Fast Money traders, Tim Seymour, Karen Finerman, Steve Grasso and Guy Adami.",https://www.youtube.com/watch?v=mmSVaEWhzNM,Neutral,Chart master Carter Worth says these are the best 3 stocks to buy no matter what,CNBC Television,0
2019-01-08 19:00:00-05:00,PYPL,final trades uso mdrx pypl vcr xly halftime report traders give top stocks watch second half,"The ""Halftime Report"" traders give their top stocks to watch for the second half.",https://www.youtube.com/watch?v=SUZ7GysMtzE,Neutral,"Final Trades: USO, MDRX, PYPL, VCR & XLY",CNBC Television,0
2019-01-14 19:00:00-05:00,PYPL,final trades pepsi jpmorgan groupon paypal halftime report traders give top stocks watch second half,"The ""Halftime Report"" traders give their top stocks to watch for the second half.",https://www.youtube.com/watch?v=vdA5sjUid-Q,Neutral,"Final trades: Pepsi, JPMorgan, Groupon & PayPal",CNBC Television,0
2019-01-14 19:00:00-05:00,PYPL,final trades unitedhealth first republic bank vmware paypal morgan stanley halftime report traders give stop stocks watch second half,"The ""Halftime Report"" traders give their stop stocks to watch for the second half.",https://www.youtube.com/watch?v=8Jnh8rvMsN4,Neutral,"Final trades: UnitedHealth, First Republic Bank, VMWare, Paypal & Morgan Stanley",CNBC Television,0
2019-01-16 19:00:00-05:00,PYPL,questions answered defense energy tech stocks askhalftime halftime report traders answer viewer questions raytheon exxon mobil akamai paypal,"The ""Halftime Report"" traders answer viewer questions on Raytheon, Exxon Mobil, Akamai, and PayPal.",https://www.youtube.com/watch?v=xZfgikiibQ8,Neutral,"Your questions answered on defense, energy, and tech stocks. #AskHalftime",CNBC Television,0
2019-01-16 19:00:00-05:00,PYPL,picking payment stocks trades fast money traders give trades payment space billion deal takes aim paypal square,"The ""Fast Money"" traders give you 5 trades in the payment space as a $22 billion deal takes aim at Paypal and Square.",https://www.youtube.com/watch?v=zO1B6qV0ypw,Neutral,Picking payment stocks: 4 trades,CNBC Television,0
2019-01-21 19:00:00-05:00,PYPL,paypal mastercard execs see huge opportunity partnerships cnbc elizabeth schulze hosts panel paypal coo bill ready mastercard vice chairman ann cairns funding circle ceo samir desai,"CNBC's Elizabeth Schulze hosts a panel with PayPal COO Bill Ready, Mastercard Vice Chairman Ann Cairns and Funding Circle CEO Samir Desai.",https://www.youtube.com/watch?v=CTKUwKpQ4Yc,Neutral,"PayPal, Mastercard execs see 'huge opportunity' in partnerships",CNBC International TV,0
2019-01-22 19:00:00-05:00,PYPL,paypal helping government workers affected shutdown davos dan schulman ceo paypal sits squawk box davos explain paypal trying help government workers affected shutdown enters second month,"Dan Schulman, CEO of PayPal, sits down with ""Squawk Box"" in Davos to explain how PayPal is trying to help the government workers affected by the shutdown as it enters its second month.",https://www.youtube.com/watch?v=6aSScEKFnHE,Neutral,How PayPal is helping government workers affected by the shutdown - Davos 2019,CNBC Television,0
2019-01-28 19:00:00-05:00,PYPL,everyone talking earnings charts busting new highs others trying rebound five companies dominate week,"Some are busting out to new highs, others are trying to rebound, but these five companies will dominate this week.",https://www.youtube.com/watch?v=RjeVVd9qmZo,Neutral,Everyone is Talking About These 5 Earnings Charts,Zacks Investment Research,0
2019-01-29 19:00:00-05:00,PYPL,tech stocks surge apple earnings boeing leads dow alissa coram ken shreve market update,Alissa Coram & Ken Shreve´s market update,https://www.youtube.com/watch?v=Pkf3wkYWF8M,Neutral,Tech Stocks Surge On Apple Earnings; Boeing Leads Dow,Investors Business Daily,0
2019-01-29 19:00:00-05:00,PYPL,investors waiting new paypal partnerships says equity analyst lisa ellis senior equity analyst moffett nathanson digs visa paypal earnings cnbc closing bell team,"Lisa Ellis, a senior equity analyst at Moffett-Nathanson, digs into Visa and PayPal earnings with CNBC's ""Closing Bell"" team.",https://www.youtube.com/watch?v=Y9i0JsbipvY,Neutral,"Investors are waiting for new PayPal partnerships, says equity analyst",CNBC Television,0
2019-01-31 19:00:00-05:00,PYPL,paypal cfo business pressures revenue miss lower expected outlook weighed paypal earnings could growth company venmo business make stock buy jim cramer speaks cfo,"A revenue miss and lower-than-expected outlook are weighed on PayPal after earnings, but could growth in the company's Venmo business make the stock a buy? Jim Cramer speaks with its CFO.",https://www.youtube.com/watch?v=C5rZStPy1rM,Neutral,PayPal CFO: Business Pressures,CNBC Television,0
2019-02-03 19:00:00-05:00,PYPL,traders answer questions paypal holdings halftime report traders answer viewer questions boeing paypal pfizer verizon visa gilead,"The ""Halftime Report"" traders answer viewer questions on Boeing, Paypal, Pfizer, Verizon, Visa & Gilead.",https://www.youtube.com/watch?v=abf4ZIKlVq4&t=31s,Neutral,The traders answer your questions about: PayPal Holdings,CNBC Television,0
2019-02-05 19:00:00-05:00,PYPL,guggenheim moving sidelines paypal halftime report traders debate guggenheim call time move sidelines shares paypal,"The ""Halftime Report"" traders debate Guggenheim's call that now is the time to move to the sidelines on shares of PayPal.",https://www.youtube.com/watch?v=rdWMh5hXxEE,Neutral,Guggenheim: Moving to the sidelines on PayPal,CNBC Television,0
2019-02-12 19:00:00-05:00,PYPL,paypal clears buy point investor business daily market update alissa coram ken shreve,Investor's Business Daily's MARKET UPDATE with Alissa Coram and Ken Shreve.,https://www.youtube.com/watch?v=vvCj858irK4&t=141s,Neutral,PayPal clears buy point,Investors Business Daily,0
2019-02-18 19:00:00-05:00,PYPL,paypal ceo expect venmo profitable next one two quarters cnbc wilfred frost sat paypal ceo dan schulman talk payment company growth potential asia,"CNBC's Wilfred Frost sat down with Paypal CEO Dan Schulman to talk about the payment company, growth potential in Asia, and more.",https://www.youtube.com/watch?v=2j3hk22bRhI,Neutral,"Paypal CEO: Shouldn't expect Venmo to be profitable in next one, two quarters",CNBC Television,0
2019-03-08 10:30:25-05:00,PYPL,amazon bigger threat paypal stock visa mastercard amazon com looms bigger threat paypal holdings credit card networks visa mastercard square says fintech industry analyst,"Amazon.com looms as a bigger threat to PayPal Holdings than credit card networks Visa and Mastercard or Square, says a fintech industry analyst.",http://feedproxy.google.com/~r/InternetTechnologyRss/~3/CqBG9MLCUCY/,Negative,"Amazon A Bigger Threat To PayPal Stock Than Visa, Mastercard?",Investors Business Daily,0
2019-03-12 09:15:34-04:00,PYPL,venmo users transfer funds instantly bank accounts paypal venmo parent company announced instant transfer tuesday users typically need wait least one business day funds land bank,"PayPal, Venmo parent company, announced ""Instant Transfer"" on Tuesday for users who typically need to wait at least one business day for those funds to land in their bank.",https://www.cnbc.com/2019/03/12/venmo-users-can-now-transfer-funds-instantly-to-their-bank-accounts.html,Positive,Venmo users can now transfer funds instantly to their bank accounts,CNBC,0
2019-03-12 11:00:37-04:00,PYPL,chipotle teams venmo encourage loyalty program sign ups chipotle launching royalty program encourage customers sign offering folks sign money rewards venmo account cnbc kate rogers reports,Chipotle is launching a royalty program to encourage customers to sign up. It is offering folks who sign up money rewards in their Venmo account. CNBC's Kate Rogers reports.,https://www.youtube.com/watch?v=EIm9GaVlcA8,Positive,Chipotle teams up with Venmo to encourage loyalty program sign-ups,CNBC Television,0
2019-03-12 11:05:43-04:00,PYPL,paypal launches instant transfer bank feature paypal announced instant transfer bank feature u consumers blog post company said roll feature businesses within coming weeks,"Paypal announced an instant transfer-to- bank feature for U.S. consumers. In a blog post, the company said it will roll out the same feature for businesses within the coming weeks.",https://www.youtube.com/watch?v=ESctGbptyzA,Positive,PayPal launches instant transfer-to-bank feature,CNBC Television,0
