time,symbol,text,raw_text,url,src_sentiment,raw_title,source_name
2020-05-13 08:32:00-04:00,PEP,pepsico first major consumer foods name take big dive dtc company direct consumer experiment works could mark major turning point grocery industry,"If the company's direct-to-consumer experiment works, it could mark a major turning point for the grocery industry.",https://www.fool.com/investing/2020/05/13/pepsico-first-major-foods-name-to-dive-into-dtc.aspx,Positive,PepsiCo Is First Major Consumer Foods Name to Take a Big Dive Into DTC,The Motley Fool
2020-05-12 15:15:02-04:00,PEP,pepsico wants ship beverages snacks home beverage snack giant pepsico inc nasdaq pep announced tuesday launch two direct consumer portals pantryshop com snacks com,"Beverage and snack giant PepsiCo, Inc. (NASDAQ: PEP) announced Tuesday the launch of two direct-to-consumer portals, PantryShop.com and Snacks.com.",https://www.benzinga.com/news/20/05/16013591/pepsico-wants-to-ship-beverages-snacks-to-your-home,Neutral,"PepsiCo Wants To Ship Beverages, Snacks To Your Home",Benzinga
2020-05-12 08:38:10-04:00,PEP,dividend stocks still bank dividend investors face turbulent conditions blue chip companies slash payouts seven dividend stocks still pay bills,Dividend investors face turbulent conditions as blue-chip companies slash payouts. But these seven dividend stocks will still pay the bills.,https://investorplace.com/2020/05/7-dividend-stocks-that-you-can-still-bank-on/,Positive,7 Dividend Stocks That You Can Still Bank On,InvestorPlace
2020-05-12 07:50:00-04:00,PEP,pepsico expands digital footprint meet consumers needs pepsico pep launches two websites cater growing online demand food beverages,PepsiCo (PEP) launches two websites to cater to the growing online demand for food and beverages.,http://www.zacks.com/stock/news/921139/pepsico-expands-digital-footprint-to-meet-consumers-needs,Positive,PepsiCo Expands Digital Footprint to Meet Consumers' Needs,Zacks Investment Research
2020-05-11 12:10:55-04:00,PEP,pepsi frito lay want buy snacks online new dtc websites snacks com lets buy frito lay brands tostitos cheetos ruffles well dips crackers nuts online,"Snacks.com lets you buy Frito-Lay brands such as Tostitos, Cheetos, and Ruffles—as well as dips, crackers, and nuts—online.",https://www.fastcompany.com/90503483/pepsi-and-frito-lay-want-you-to-buy-all-these-snacks-online-with-their-new-dtc-websites,Neutral,Pepsi and Frito-Lay want you to buy all these snacks online with their new DTC websites,Fast Company
2020-05-11 11:04:48-04:00,PEP,pepsi moves capture soaring demand online groceries new snack sites pepsico testing whether customers buy products online two new sites exclusively sell snacks,PepsiCo is testing whether customers will buy its products online with two new sites that exclusively sell its snacks.,https://www.cnn.com/2020/05/11/business/pepsico-online-shopping-snacks/index.html,Positive,Pepsi moves to capture soaring demand for online groceries with new snack sites,CNN Business
2020-05-07 12:30:09-04:00,PEP,trade groups representing pepsico procter gamble others want guidance factories pence trade groups representing country biggest consumer companies including pepsico procter gamble clorox wrote letter vice president mike pence thursday urging federal guidance safely manage factory workers states begin reopen business,"Trade groups representing the country's biggest consumer companies, including PepsiCo, Procter & Gamble and Clorox, wrote a letter to Vice President Mike Pence on Thursday urging federal guidance on how to safely manage their factory workers as states begin to reopen for business.",https://www.cnbc.com/2020/05/07/coronavirus-trade-groups-representing-companies-from-pepsico-to-procter-gamble-urge-pence-for-federal-guidance-on-overseeing-plantstrade-groups-representing-pepsico-procter-gamble-and-others-want-guid.html,Neutral,"Trade groups representing PepsiCo, Procter & Gamble and others want guidance on factories from Pence",CNBC
2020-05-06 13:35:34-04:00,PEP,virgin galactic good long term stock askhalftime halftime report traders answer viewer questions askhalftime,"The ""Halftime Report"" traders answer viewer questions in #AskHalftime.",https://www.youtube.com/watch?v=xsrpqv1gz8E,Neutral,Is Virgin Galactic a good long term stock? and more #AskHalftime,CNBC Television
2020-05-06 07:30:00-04:00,PEP,buy sell hold pepsico pepsico nasdaq pep seen much volatility stock price far pep stock declined january march,PepsiCo (NASDAQ: PEP) has seen much volatility in its stock price in 2020 so far. PEP’s stock declined by about 27% from $142 as on 31st January 2020 to $104 in March 2020.,https://www.forbes.com/sites/greatspeculations/2020/05/06/buy-sell-or-hold-pepsico-at-131/,Neutral,"Buy, Sell Or Hold PepsiCo At $131?",Forbes
2020-05-04 00:08:28-04:00,PEP,pepsico beats earnings trades death cross diversified menu beverages snacks company beaten earnings estimates past five quarters,"With a diversified menu of beverages and snacks, the company has beaten earnings estimates over the past five quarters.",https://www.investopedia.com/pepsico-beats-on-earnings-but-trades-under-death-cross-4843996,Neutral,PepsiCo Beats on Earnings but Trades Under Death Cross,Investopedia
2020-04-30 13:04:36-04:00,PEP,stocks buy fundamental strength earnings bullish action last forever mmm cat pep stocks buy given strong fundamentals help weather whatever brings,"Bullish action won't last forever. MMM, CAT and PEP are 3 stocks to buy given strong fundamentals will help them weather whatever Q2 brings.",https://investorplace.com/2020/04/3-stocks-to-buy-for-fundamental-strength-after-earnings/,Positive,3 Stocks to Buy for Fundamental Strength After Earnings,InvestorPlace
2020-04-29 16:10:03-04:00,PEP,morgan stanley bofa remain pepsico bulls report global beverage snacking giant pepsico inc nasdaq pep reported first quarter results tuesday highlighted strong organic sales growth company cautioned great deal uncertainty ahead,"Global beverage and snacking giant PepsiCo, Inc. (NASDAQ: PEP) reported first-quarter results Tuesday that were highlighted by strong organic sales growth, but the company cautioned there's a ""great deal of uncertainty"" ahead.",https://www.benzinga.com/analyst-ratings/analyst-color/20/04/15912077/morgan-stanley-bofa-remain-pepsico-bulls-after-q1-report,Positive,"Morgan Stanley, BofA Remain PepsiCo Bulls After Q1 Report",Benzinga
2020-04-28 17:03:34-04:00,PEP,top stock trades wednesday hog luv pep pfe pepsico harley davidson pfizer southwest airlines top stock trades said look post earnings setups,"PepsiCo, Harley-Davidson, Pfizer and Southwest Airlines were our top stock trades. That said, here's a look at their post-earnings setups.",https://investorplace.com/2020/04/4-top-stock-trades-for-wednesday-hog-luv-pep-pfe/,Neutral,"4 Top Stock Trades for Wednesday: HOG, LUV, PEP, PFE",InvestorPlace
2020-04-28 12:41:16-04:00,PEP,pepsico inc pep ceo ramon laguarta results earnings call transcript pepsico inc pep ceo ramon laguarta results earnings call transcript,"PepsiCo, Inc. (PEP) CEO Ramon Laguarta on Q1 2020 Results - Earnings Call Transcript",https://seekingalpha.com/article/4340588-pepsico-inc-pep-ceo-ramon-laguarta-on-q1-2020-results-earnings-call-transcript,Neutral,"PepsiCo, Inc. (PEP) CEO Ramon Laguarta on Q1 2020 Results - Earnings Call Transcript",Seeking Alpha
2020-04-28 12:30:00-04:00,PEP,pepsico still plans deliver billion investors sales bumpy next quarters cash continues flow consumer staples business,"Sales will be bumpy over the next few quarters, but cash continues to flow through this consumer staples business.",https://www.fool.com/investing/2020/04/28/pepsico-still-plans-to-deliver-75-billion-to-inves.aspx,Positive,PepsiCo Still Plans to Deliver $7.5 Billion to Investors in 2020,The Motley Fool
2020-04-28 12:30:00-04:00,PEP,pepsico makes another entry energy drinks beverage company announced distribution agreement along high performance earnings report,The beverage company announced the distribution agreement along with a high-performance earnings report.,https://www.fool.com/investing/2020/04/28/pepsico-makes-another-entry-into-energy-drinks.aspx,Positive,PepsiCo Makes Another Entry Into Energy Drinks,The Motley Fool
2020-04-28 12:01:28-04:00,PEP,pepsico gets boost doritos lays soda sales drop pepsico warned tuesday surging demand lays doritos would partially offset hit business second quarter coronavirus lockdowns shuttered restaurants theaters sports venues key soda sales company said seen increase consumers making breakfast snacking day,"PepsiCo warned on Tuesday surging demand for Lays and Doritos would only partially offset a hit to business in the second quarter from coronavirus lockdowns that have shuttered restaurants, theaters and sports venues key for its soda sales. The company said it had seen an increase in consumers making breakfast and snacking during the day.",https://nypost.com/2020/04/28/pepsico-gets-boost-from-doritos-lays-as-soda-sales-drop/,Positive,"PepsiCo gets boost from Doritos, Lays as soda sales drop",New York Post
2020-04-28 11:46:53-04:00,PEP,synergy foods beverages showing good thing pepsico says cfo pepsico posted beat first quarter earnings report withdrew fiscal outlook,"PepsiCo posted a beat in its first-quarter earnings report, but withdrew its fiscal 2020 outlook.",https://www.youtube.com/watch?v=dacv6waaKkQ,Positive,"'The synergy of foods and beverages is showing to be a good thing for PepsiCo,' says CFO",Yahoo Finance
2020-04-28 10:48:15-04:00,PEP,pepsico pops earnings pepsico inc nasdaq pep released first quarter financial results markets opened tuesday company said earnings per share eps billion revenue,"When PepsiCo Inc. (NASDAQ: PEP) released its first-quarter financial results before the markets opened on Tuesday, the company said that it had $1.07 in earnings per share (EPS) and $13.88 billion in revenue.",https://247wallst.com/consumer-products/2020/04/28/pepsico-pops-off-with-q1-earnings/,Positive,PepsiCo Pops Off With Q1 Earnings,24/7 Wall Street
2020-04-28 10:47:59-04:00,PEP,pepsico sees snacking boost lockdowns hammer soda sales pepsico warned tuesday surging demand lays doritos would partially offset hit business second quarter coronavirus lockdowns shuttered restaurants theaters sports venues key soda sales,"PepsiCo  warned on Tuesday surging demand for Lays and Doritos would only partially offset a hit to business in the second quarter from coronavirus lockdowns that have shuttered restaurants, theaters and sports venues key for its soda sales.",https://www.reuters.com/article/us-pepsico-results/pepsico-sees-snacking-boost-as-lockdowns-hammer-soda-sales-idUSKCN22A1EL,Positive,PepsiCo sees snacking boost as lockdowns hammer soda sales,Reuters
2020-04-28 09:51:00-04:00,PEP,pepsico sees gains tosses outlook beverage snack giant saw higher earnings revenue,The beverage and snack giant saw higher earnings and revenue.,https://www.fool.com/investing/2020/04/28/pepsico-sees-gains-but-tosses-outlook.aspx,Positive,PepsiCo Sees Gains but Tosses Outlook,The Motley Fool
2020-04-28 09:41:00-04:00,PEP,pepsico pep beats earnings revenue estimates pepsico pep delivers robust top bottom line results first quarter strong portfolio brands responsive supply chain flexible go market systems,"PepsiCo (PEP) delivers robust top and bottom-line results in first-quarter 2020 on strong portfolio of brands, a responsive supply chain and flexible go-to-market systems.",http://www.zacks.com/stock/news/893981/pepsico-pep-beats-earnings-and-revenue-estimates-in-q1,Positive,PepsiCo (PEP) Beats Earnings and Revenue Estimates in Q1,Zacks Investment Research
2020-04-28 09:28:43-04:00,PEP,oil sinks demand storage fears plus pepsico beats top bottom lines sales surge yahoo finance emily mccormick reports latest news oil pepsico,Yahoo Finance's Emily McCormick reports on the latest news on oil and Pepsico.,https://www.youtube.com/watch?v=TZ-uL-0lKLA,Positive,"Oil sinks on demand and storage fears, plus Pepsico beats on top and bottom lines as sales surge",Yahoo Finance
2020-04-28 08:09:30-04:00,PEP,pepsico tops analysts estimates earnings revenue first quarter pepsico inc nasdaq pep released quarterly financial results tuesday posted increase adjusted earnings first quarter consumers stockpiled snacks drinks prepare social distancing amidst coronavirus pandemic,PepsiCo Inc. (NASDAQ: PEP) released its quarterly financial results on Tuesday that posted a 10% increase in its adjusted earnings in the first quarter as consumers stockpiled snacks and drinks to prepare for social distancing amidst the Coronavirus pandemic.,https://invezz.com/news/2020/04/28/pepsico-tops-analysts-estimates-for-earnings-and-revenue-in-the-first-quarter/,Positive,PepsiCo tops analysts’ estimates for earnings and revenue in the first quarter,Invezz
2020-04-28 07:30:09-04:00,PEP,pepsico pep earnings revenues top estimates pepsico pep delivered earnings revenue surprises respectively quarter ended march numbers hold clues lies ahead stock,"PepsiCo (PEP) delivered earnings and revenue surprises of 4.90% and 4.96%, respectively, for the quarter ended March 2020. Do the numbers hold clues to what lies ahead for the stock?",http://www.zacks.com/stock/news/893769/pepsico-pep-q1-earnings-and-revenues-top-estimates,Positive,PepsiCo (PEP) Q1 Earnings and Revenues Top Estimates,Zacks Investment Research
2020-04-28 07:28:33-04:00,PEP,douglas c lane sarat sethi breaks pepsico caterpillar earnings sarat sethi managing partner douglas c,"Sarat Sethi, managing partner at Douglas C.",https://www.youtube.com/watch?v=wSFM37jhkmA,Neutral,"Douglas C. Lane's Sarat Sethi breaks down PepsiCo, 3M, Caterpillar earnings",CNBC Television
2020-04-28 06:34:57-04:00,PEP,pepsico beats revenue estimates scraps forecast virus crisis pepsico inc beat first quarter revenue estimates ditched full year forecast tuesday citing uncertainty around globe due novel coronavirus pandemic,"PepsiCo Inc  beat first quarter revenue estimates, but ditched its full-year forecast on Tuesday, citing uncertainty around the globe due to the novel coronavirus pandemic.",https://www.reuters.com/article/us-pepsico-results/pepsico-beats-revenue-estimates-but-scraps-forecast-over-virus-crisis-idUSKCN22A1EL,Positive,PepsiCo beats revenue estimates but scraps forecast over virus crisis,Reuters
2020-04-28 06:24:26-04:00,PEP,pepsico withdraws guidance still expects billion share buybacks cnbc becky quck breaks pepsico quarterly earnings report,CNBC's Becky Quck breaks down PepsiCo's quarterly earnings report.,https://www.youtube.com/watch?v=rjodInCsmyE,Positive,PepsiCo withdraws 2020 guidance but still expects $2 billion in share buybacks,CNBC Television
2020-04-28 06:15:40-04:00,PEP,pepsico sales top estimates profit falls short withdraws full year guidance pepsico inc pep said tuesday net income billion cents share fiscal first quarter march billion share year earlier period,"PepsiCo Inc. PEP, +0.07% said Tuesday it had net income of $1.338 billion, or 96 cents a share, in its fiscal first quarter to March 21, down from $1.413 billion, or 1.00 a share, in the year-earlier period.",https://www.marketwatch.com/story/pepsico-sales-top-estimates-as-profit-falls-short-withdraws-full-year-guidance-2020-04-28,Negative,"PepsiCo sales top estimates as profit falls short, withdraws full-year guidance",Market Watch
2020-04-28 06:07:28-04:00,PEP,pepsico adjusted earnings rise company pulls outlook pepsico tuesday reported first quarter adjusted earnings rose company pulled fiscal outlook,"PepsiCo on Tuesday reported its first-quarter adjusted earnings rose 10%, but the company pulled its fiscal 2020 outlook.",https://www.cnbc.com/2020/04/28/pepsico-pep-q1-2020-earnings.html,Positive,PepsiCo adjusted earnings rise 10% as company pulls outlook,CNBC
2020-04-27 12:10:10-04:00,PEP,pepsico pep keep earnings surprise streak alive pepsico pep impressive earnings surprise history currently possesses right combination two key ingredients likely beat next quarterly report,PepsiCo (PEP) has an impressive earnings surprise history and currently possesses the right combination of the two key ingredients for a likely beat in its next quarterly report.,http://www.zacks.com/stock/news/891941/can-pepsico-pep-keep-the-earnings-surprise-streak-alive,Positive,Can PepsiCo (PEP) Keep the Earnings Surprise Streak Alive?,Zacks Investment Research
2020-04-27 08:30:00-04:00,PEP,earnings season could great pepsico pep pepsico pep seeing favorable earnings estimate revision activity positive zacks earnings esp heading earnings season,PepsiCo (PEP) is seeing favorable earnings estimate revision activity and has a positive Zacks Earnings ESP heading into earnings season.,http://www.zacks.com/stock/news/891357/why-earnings-season-could-be-great-for-pepsico-pep,Positive,Why Earnings Season Could Be Great for PepsiCo (PEP),Zacks Investment Research
2020-04-26 07:25:34-04:00,PEP,alphabet amazon ford major earnings coming week past month seen absolute roller coaster volatility markets result supply chain concerns across globe general slowdown business due coronavirus pandemic,"Over the past month, we’ve seen an absolute roller-coaster of volatility in the markets, which has been the result of supply chain concerns across the globe and a general slowdown in business, all due to the coronavirus pandemic.",https://247wallst.com/investing/2020/04/26/alphabet-amazon-ford-and-more-major-earnings-coming-this-week/,Neutral,"Alphabet, Amazon, Ford and More Major Earnings Coming This Week",24/7 Wall Street
2020-04-24 08:35:00-04:00,PEP,strong brand portfolio aid pepsico pep earnings pepsico pep first quarter results likely reflect gains strong product geographic portfolios company likely benefitted pantry loading amid coronavirus crisis,PepsiCo's (PEP) first-quarter 2020 results are likely to reflect gains from strong product and geographic portfolios. The company is likely to have benefitted from pantry loading amid coronavirus crisis.,http://www.zacks.com/stock/news/887300/will-strong-brand-portfolio-aid-pepsicos-pep-q1-earnings,Positive,Will Strong Brand Portfolio Aid PepsiCo's (PEP) Q1 Earnings?,Zacks Investment Research
2020-04-21 07:29:00-04:00,PEP,safe dividend stocks average yields stocks safe sources cash flow income investors,These stocks should be safe sources of cash flow for income investors.,https://www.fool.com/investing/2020/04/21/3-safe-dividend-stocks-with-above-average-yields.aspx,Positive,3 Safe Dividend Stocks With Above-Average Yields,The Motley Fool
2020-04-20 12:20:43-04:00,PEP,ftc gives green light pepsico billion acquisition rockstar energy pepsico nasdaq pep announced plans acquiring rockstar energy billion march announcement friday company said received approval acquisition federal trade commission ftc,"PepsiCo (NASDAQ: PEP) announced its plans of acquiring Rockstar Energy for £3.09 billion in March. In an announcement on Friday, the company said that it has received approval for the acquisition from the Federal Trade Commission (FTC).",https://invezz.com/news/2020/04/20/ftc-gives-green-light-to-pepsicos-3-09-billion-acquisition-of-rockstar-energy/,Positive,FTC gives green light to PepsiCo’s £3.09 billion acquisition of RockStar Energy,Invezz
2020-04-20 11:33:41-04:00,PEP,regulators clear way pepsi rockstar purchase new energy drink assets could join pepsi mountain dew amp soon friday,The new energy drink assets could join Pepsi's Mountain Dew and AMP as soon as Friday.,https://www.fool.com/investing/2020/04/20/regulators-clear-the-way-for-pepsis-rockstar-purch.aspx,Neutral,Regulators Clear the Way for Pepsi's Rockstar Purchase,The Motley Fool
2020-04-19 14:19:19-04:00,PEP,ftc approves pepsico acquisition rockstar energy sources federal trade commission paved way pepsico buy drink company rockstar energy billion post learned regulator approved deal announced last month coronavirus pandemic friday company expected close coming days sources said,"The Federal Trade Commission has paved the way for PepsiCo to buy drink company Rockstar Energy for $3.85 billion, The Post has learned. The regulator approved the deal — announced last month during the coronavirus pandemic — on Friday and the company is expected to close on it in the coming days, sources said.",https://nypost.com/2020/04/19/ftc-approves-pepsico-acquisition-of-rockstar-energy-for-3-85-billion/,Positive,FTC approves PepsiCo acquisition of Rockstar Energy for $3.85B: sources,New York Post
2020-04-16 00:53:50-04:00,PEP,dividend achievers quarterly review investment challenge covid hold dividend achievers index available etf form way vanguard dividend appreciation fund ticker vig,I hold 15 Dividend Achievers. That index is available in ETF form by way of Vanguard's Dividend Appreciation Fund - ticker VIG.,https://seekingalpha.com/article/4337864-dividend-achievers-quarterly-review-up-to-investment-challenge-of-covidminus-19,Positive,My Dividend Achievers Quarterly Review. More Than Up To The Investment Challenge Of COVID-19,Seeking Alpha
2020-04-14 16:18:13-04:00,PEP,soft drink stocks popped today one minor industry player published strong preliminary results first quarter market bubbling upward whole,"One minor industry player published strong preliminary results for the first quarter, and the market was bubbling upward as a whole.",https://www.fool.com/investing/2020/04/14/why-a-few-soft-drink-stocks-popped-today.aspx,Positive,Why a Few Soft-Drink Stocks Popped Today,The Motley Fool
2020-04-11 14:07:00-04:00,PEP,pepsico stock buy pepsico recent acquisitions promise future growth opportunities,PepsiCo’s recent acquisitions promise future growth opportunities.,https://www.fool.com/investing/2020/04/11/is-pepsico-stock-a-buy.aspx,Positive,Is PepsiCo Stock a Buy?,The Motley Fool
2020-04-08 08:00:00-04:00,PEP,top consumer staples stocks buy april coronavirus proof dividend stocks hold better downturns,These coronavirus-proof dividend stocks should hold up better through any further downturns.,https://www.fool.com/investing/2020/04/08/3-top-consumer-staples-stocks-to-buy-in-april.aspx,Positive,3 Top Consumer Staples Stocks to Buy in April,The Motley Fool
2020-04-07 07:12:25-04:00,PEP,stifel still bets even bigger april rally top stocks buy see tremendous amount sell side research analysis every day wall st,We see a tremendous amount of sell-side research and analysis every day here at 24/7 Wall St.,https://247wallst.com/investing/2020/04/07/stifel-still-bets-on-an-even-bigger-april-rally-5-top-stocks-to-buy/,Positive,Stifel Still Bets on an Even Bigger April Rally: 5 Top Stocks to Buy,24/7 Wall Street
2020-04-06 20:00:04-04:00,PEP,domino chipotle among handful chains actually survive period working remotely many advantages think might witnessing permanent shift direction mad money host said,"Working remotely has so many advantages that ""I think we might be witnessing a more permanent shift in that direction,"" the ""Mad Money"" host said.",https://www.youtube.com/watch?v=0vGOUsve85M,Positive,Domino's and Chipotle are among the 'handful of chains that will actually survive this period',CNBC Television
2020-04-03 11:33:00-04:00,PEP,amazon kroger pepsico taking displaced food service workers companies working together find jobs people need,Companies are working together to find jobs for people who need them.,https://www.fool.com/investing/2020/04/03/amazon-kroger-pepsico-taking-on-displaced-food-ser.aspx,Neutral,"Amazon, Kroger, PepsiCo Taking on Displaced Food Service Workers",The Motley Fool
2020-04-02 11:52:45-04:00,PEP,stocks buy whose companies live without cnbc mad money host jim cramer believes rather index funds stocks buy companies live without,"CNBC “Mad Money” host Jim Cramer believes that rather than index funds, the stocks to buy are companies we can’t live without.",https://investorplace.com/2020/04/10-stocks-to-buy-whose-companies-we-cant-live-without/,Positive,10 Stocks to Buy Whose Companies We Can’t Live Without,InvestorPlace
2020-04-01 17:45:11-04:00,PEP,pepsico pep stock moves know latest trading session pepsico pep closed marking move previous day,"In the latest trading session, PepsiCo (PEP) closed at $118.12, marking a -1.65% move from the previous day.",http://www.zacks.com/stock/news/849760/pepsico-pep-stock-moves-165-what-you-should-know,Neutral,PepsiCo (PEP) Stock Moves -1.65%: What You Should Know,Zacks Investment Research
2020-04-01 17:38:00-04:00,PEP,pepsico trading february peak pepsico trading february peak,PepsiCo Should Not Be Trading 20% Below February Peak,https://seekingalpha.com/article/4335541-pepsico-should-not-be-trading-20-below-february-peak,Neutral,PepsiCo Should Not Be Trading 20% Below February Peak,Seeking Alpha
2020-04-01 09:00:00-04:00,PEP,market fall coca cola better bet compared pepsico food beverages stocks particularly badly impacted ongoing coronavirus oil price crisis f b companies expected face low demand due slowdown economic activity shutdowns led drop consumer demand spending,"Food and Beverages stocks have been particularly badly impacted by the ongoing Coronavirus/oil price crisis, as F&B companies are expected to face very low demand due to the slowdown in economic activity and shutdowns, which has led to a drop in consumer demand and spending.",https://www.forbes.com/sites/greatspeculations/2020/04/01/with-the-market-fall-is-coca-cola-a-better-bet-compared-to-pepsico/,Neutral,"With The Market Fall, Is Coca-Cola A Better Bet Compared To PepsiCo?",Forbes
2020-03-31 10:35:23-04:00,PEP,investors find value second quarter mar eric schoenstein jensen investment management portfolio manager talks companies thinks well second quarter,"Mar.31 -- Eric Schoenstein, Jensen Investment Management portfolio manager, talks about the companies he thinks will do well in the second quarter.",https://www.youtube.com/watch?v=Ku62dHaxIac,Neutral,Where Can Investors Find Value in the Second Quarter?,Bloomberg Markets and Finance
2020-03-31 06:32:21-04:00,PEP,super stable dividend stocks buy market flying high risks air great time play defense buying seven super safe dividend stocks post super stable dividend stocks buy appeared first investorplace,"With the market flying high but risks in the air, this is a great time to play defense by buying these seven super safe dividend stocks.
The post 7 Super Stable Dividend Stocks to Buy Now appeared first on InvestorPlace.",https://investorplace.com/2020/03/7-super-stable-dividend-stocks-to-buy-now/,Positive,7 Super Stable Dividend Stocks to Buy Now,InvestorPlace
2020-03-27 12:18:58-04:00,PEP,covid economy time buy stock pepsico coca cola economy went strong recovery year raging bull market bear market instant recession days,The economy went from a strong recovery and an 11-year raging bull market to a bear market and an instant recession in just 30 days or so.,https://247wallst.com/consumer-products/2020/03/27/in-the-covid-19-economy-now-is-time-to-buy-stock-in-pepsico-and-coca-cola/,Positive,"In the COVID-19 Economy, Now Is Time to Buy Stock in PepsiCo and Coca-Cola",24/7 Wall Street
